DocumentID,DocumentTitle,LastUpdated,SectionID,SectionSlug,HeaderLevel,HeaderText,BodyText,ParentSectionID,Keywords,URLs
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-095,identify-plant-and-equipment-item-25,4,Identify plant and equipment item 25,"Docking saw (cross-cut saw, radial arm saw)",plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-096,identify-plant-and-equipment-item-26,4,Identify plant and equipment item 26,Triton Workcentre,plant-equipment-mgmt-092,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-097,identify-plant-and-equipment-item-27,4,Identify plant and equipment item 27,Portable circular saw,plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-098,identify-plant-and-equipment-item-28,4,Identify plant and equipment item 28,Circular saw table,plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-099,identify-plant-and-equipment-item-29,4,Identify plant and equipment item 29,Slide compound mitre saw and compound mitre saw,plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-100,identify-plant-and-equipment-item-30,4,Identify plant and equipment item 30,Reciprocating saw,plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-101,identify-plant-and-equipment-item-31,4,Identify plant and equipment item 31,Guillotine (powered or manually-operated),plant-equipment-mgmt-092,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-102,identify-plant-and-equipment-item-32,4,Identify plant and equipment item 32,Panel saw,plant-equipment-mgmt-092,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-103,identify-plant-and-equipment-item-33,4,Identify plant and equipment item 33,Shaping:,plant-equipment-mgmt-065,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-104,identify-plant-and-equipment-item-34,4,Identify plant and equipment item 34,Grinder (pedestal or bench),plant-equipment-mgmt-103,"equipment, plant, grinder",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-105,identify-plant-and-equipment-item-35,4,Identify plant and equipment item 35,Buzzer (surface planer),plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-106,identify-plant-and-equipment-item-36,4,Identify plant and equipment item 36,Thicknesser,plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-107,identify-plant-and-equipment-item-37,4,Identify plant and equipment item 37,Spindle moulder,plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-108,identify-plant-and-equipment-item-38,4,Identify plant and equipment item 38,Power wood shaper,plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-109,identify-plant-and-equipment-item-39,4,Identify plant and equipment item 39,Portable planer,plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-110,identify-plant-and-equipment-item-40,4,Identify plant and equipment item 40,Metal cut-off saw,plant-equipment-mgmt-103,"equipment, plant, saw",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-111,identify-plant-and-equipment-item-41,4,Identify plant and equipment item 41,Table inverted router,plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-112,identify-plant-and-equipment-item-42,4,Identify plant and equipment item 42,"Portable plunge router (unsecured), that is, without template or guide fence",plant-equipment-mgmt-103,"equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-113,risk-assessment-of-plant-and-equipment,3,Risk assessment of plant and equipment,,plant-equipment-mgmt-054,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-114,risk-assessment-of-plant-and-equipment,4,Risk assessment of plant and equipment,,plant-equipment-mgmt-113,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-115,risk-assessment-of-plant-and-equipment-para-1,4,Risk assessment of plant and equipment para 1,The principal and/or their delegate are to ensure that a risk assessment is completed and documented in the Plant and equipment risk management form (DOCX) or equivalent. A risk assessment should be completed for each identified hazardous item of plant and equipment in consultation with:,plant-equipment-mgmt-114,"risk, hazard, assessment, principal, should, consultation, equipment, plant, document, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-116,risk-assessment-of-plant-and-equipment-item-1,4,Risk assessment of plant and equipment item 1,HSR,plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-117,risk-assessment-of-plant-and-equipment-item-2,4,Risk assessment of plant and equipment item 2,Employees,plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-118,risk-assessment-of-plant-and-equipment-item-3,4,Risk assessment of plant and equipment item 3,"Relevant standards, codes of practice or legislation.",plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-119,risk-assessment-of-plant-and-equipment-para-2,4,Risk assessment of plant and equipment para 2,When determining the level of risk of a hazard the principal or their delegate should also consider:,plant-equipment-mgmt-114,"risk, hazard, assessment, principal, should, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-120,risk-assessment-of-plant-and-equipment-item-4,4,Risk assessment of plant and equipment item 4,Systems of work related to the use of the item of plant or equipment,plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-121,risk-assessment-of-plant-and-equipment-item-5,4,Risk assessment of plant and equipment item 5,Layout and physical conditions of the workplace,plant-equipment-mgmt-114,"risk, assessment, equipment, plant, workplace",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-122,risk-assessment-of-plant-and-equipment-item-6,4,Risk assessment of plant and equipment item 6,Range of methods by which the work can be completed,plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-123,risk-assessment-of-plant-and-equipment-item-7,4,Risk assessment of plant and equipment item 7,Type of hazards involved with the method of use and item of plant or equipment proposed to be used,plant-equipment-mgmt-114,"risk, hazard, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-124,risk-assessment-of-plant-and-equipment-item-8,4,Risk assessment of plant and equipment item 8,Competence of persons to undertake the work.,plant-equipment-mgmt-114,"risk, assessment, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-125,purchase-or-acquisition-of-plant,3,Purchase or acquisition of plant,,plant-equipment-mgmt-054,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-126,purchase-or-acquisition-of-plant,4,Purchase or acquisition of plant,,plant-equipment-mgmt-125,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-127,purchase-or-acquisition-of-plant-para-1,4,Purchase or acquisition of plant para 1,"The principal and/or their delegate must ensure that prior to the purchase or acquisition of plant and equipment, that the OHS purchasing checklist (DOCX) checklist-2772> is completed in accordance with the OHS Purchasing Procedure <http://www2.education.vic.gov.au/pal/occupational-health-and-safety-ohs-purchasing/procedure> .OHS purchasing checklist(DOCX) checklist-2772>OHS PurchasingProcedure<http://www2.education.vic.gov.au/pal/occupational-health-and-safety-ohs-purchasing/procedure>",plant-equipment-mgmt-126,"principal, must, equipment, plant, safety, purchase, procedure",http://www2.education.vic.gov.au/pal/occupational-health-and-safety-ohs-purchasing/procedure; http://www2.education.vic.gov.au/pal/occupational-health-and-safety-ohs-purchasing/procedure
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-128,purchase-or-acquisition-of-plant-para-2,4,Purchase or acquisition of plant para 2,This should occur in consultation with:,plant-equipment-mgmt-126,"should, consultation, plant, purchase",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-129,purchase-or-acquisition-of-plant-item-1,4,Purchase or acquisition of plant item 1,HSR,plant-equipment-mgmt-126,"plant, purchase",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-130,purchase-or-acquisition-of-plant-item-2,4,Purchase or acquisition of plant item 2,Employees,plant-equipment-mgmt-126,"plant, purchase",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-131,controlling-plant-and-equipment-risks,3,Controlling plant and equipment risks,,plant-equipment-mgmt-054,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-132,control-measures,4,Control measures,,plant-equipment-mgmt-131,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-133,control-measures-para-1,4,Control measures para 1,"The principal and/or their delegate in consultation with the HSR and employees are to ensure suitable controls, as outlined in the OHS Risk Management Procedure <http://www2.education.vic.gov.au/pal/ohs-risk-man-agement-planning/procedure> , are selected and implemented where plant and equipment risks are identified. This is to be documented on the Plant and equipment risk management form (DOCX) <https://content.sdp.education.vic.gov.au/media/plant-and-equipment-risk-management-form-2786> .",plant-equipment-mgmt-132,"risk, control, planning, principal, consultation, equipment, plant, document, procedure, form",http://www2.education.vic.gov.au/pal/ohs-risk-man-agement-planning/procedure; https://content.sdp.education.vic.gov.au/media/plant-and-equipment-risk-management-form-2786
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-134,control-measures-para-2,4,Control measures para 2,"Examples of plant and equipment controls, from most-to-least effective, could include:",plant-equipment-mgmt-132,"control, equipment, plant",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-135,control-measures-item-1,4,Control measures item 1,"Determining whether the task can be completed by an alternative method – for example, purchasing timber pre-cut to the correct length",plant-equipment-mgmt-134,control,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-136,control-measures-item-2,4,Control measures item 2,Installing and maintaining fixed guarding on machinery,plant-equipment-mgmt-134,"control, machinery",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-137,control-measures-item-3,4,Control measures item 3,Training employees in appropriate courses to obtain the required competencies,plant-equipment-mgmt-134,"control, training",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-138,control-measures-item-4,4,Control measures item 4,Developing Safe Work Procedures,plant-equipment-mgmt-134,"control, procedure",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-139,control-measures-item-5,4,Control measures item 5,"Providing personal protective equipment (PPE), such as ear and eye protection.",plant-equipment-mgmt-134,"control, equipment",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-140,control-measures-para-3,4,Control measures para 3,"Where the controls include development of procedures for the safe operation and/or use of plant and equipment, a Safe work procedure template (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-work-procedure-Safe work procedure template(DOCX) <https://content.sdp.education.vic.gov.au/media/safe-work-procedure-template-2621> should be completed and displayed adjacent to all items of static plant and accessible to operators of portable plant.",plant-equipment-mgmt-132,"control, equipment, plant, procedure",https://content.sdp.education.vic.gov.au/media/safe-work-procedure-Safe; https://content.sdp.education.vic.gov.au/media/safe-work-procedure-
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-141,control-measures-para-5,4,Control measures para 5,Plant and equipment that is identified as being unsafe must be isolated and tagged as per the Equipment Isolation and Tag Out Procedure <http://www2.education.vic.gov.au/pal/equipment-isolation/guidance> .Equipment Isolation and Tag Out Procedure <http://www2.education.vic.gov.au/pal/equipment-isolation/guidance>,plant-equipment-mgmt-132,"control, must, equipment, plant, procedure",http://www2.education.vic.gov.au/pal/equipment-isolation/guidance; http://www2.education.vic.gov.au/pal/equipment-isolation/guidance
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-142,training-education-and-supervision,4,"Training, education and supervision",,plant-equipment-mgmt-131,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-143,training-education-and-supervision-para-1,4,"Training, education and supervision para 1","The principal or their delegate are responsible for ensuring that the relevant safety precautions for operating machinery in the school are implemented. Teachers or non-teaching support technicians who work or would like to work in wood work and metal work technology areas must have successfully completed the Safe Use of Machinery in Technolog y Teaching course (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-use-of-machinery-for-technology-teaching-overview-1546> . To maintain the required level of knowledge and skill, the re-completion of this training every 5 years is strongly recommended.",plant-equipment-mgmt-142,"principal, must, safety, machinery, training, teacher",https://content.sdp.education.vic.gov.au/media/safe-use-of-machinery-for-technology-teaching-overview-1546
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-144,training-education-and-supervision-para-2,4,"Training, education and supervision para 2","For students to be able to use plant or equipment, they need to be:",plant-equipment-mgmt-142,"equipment, plant, training, student",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-145,training-education-and-supervision-item-1,4,"Training, education and supervision item 1",Senior secondary students only (requirement for restricted plant and machinery only),plant-equipment-mgmt-144,"requirement, plant, machinery, training, student, restricted",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-146,assessed-as-competent-using-the-safe-use-of-plant-and-equipment-competency-test-,4,Assessed as competent using the Safe Use of Plant and Equipment Competency Test,Assessed as competent using the Safe Use of Plant and Equipment Competency Test (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-use-of-plant-and-machinery-competency-test-1545> and the Restricted Plant and Machinery – Safe Use Competency Test (DOCX) <https://content.sdp.education.vic.gov.au/media/restricted-plant-and-ma-chinery-safe-use-competency-test-1544>,plant-equipment-mgmt-144,"equipment, plant, machinery, training, competency, restricted",https://content.sdp.education.vic.gov.au/media/safe-use-of-plant-and-machinery-competency-test-1545; https://content.sdp.education.vic.gov.au/media/restricted-plant-and-ma-chinery-safe-use-competency-test-1544
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-147,training-education-and-supervision-item-3,4,"Training, education and supervision item 3",Supervised by a qualified teacher.,plant-equipment-mgmt-144,"training, teacher",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-148,training-education-and-supervision-para-3,4,"Training, education and supervision para 3","For more information on the plant items classified as restricted, refer to Chapter 1 – Identify plant and equipment <http://www2.education.vic.gov.au/pal/plant-and-equipment-management/procedure/1-identify-plant-and-equipment>management/procedure/1-identify-plant-and-equipment> .",plant-equipment-mgmt-142,"equipment, plant, training, restricted, procedure, form",http://www2.education.vic.gov.au/pal/plant-and-equipment-management/procedure/1-identify-plant-and-equipment
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-149,training-education-and-supervision-para-4,4,"Training, education and supervision para 4",Only teachers who have completed the relevant modules of the Safe Use of Machinery in Technology Teaching course are permitted to assess and supervise a student using a safe use or a restricted plant item. Examples of these items are detailed within the relevant tests.,plant-equipment-mgmt-142,"plant, machinery, training, student, teacher, restricted",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-150,training-education-and-supervision-para-5,4,"Training, education and supervision para 5",Training records are to be maintained by the principal or their delegate as outlined in the OHS Induction and Training Procedure <http://www2.education.vic.gov.au/pal/ohs-induction-training-school staff/procedure> .,plant-equipment-mgmt-142,"principal, staff, record, training, procedure",http://www2.education.vic.gov.au/pal/ohs-induction-training-school
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-151,maintenance,4,Maintenance,,plant-equipment-mgmt-131,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-152,maintenance-para-1,4,Maintenance para 1,"The principal and/or their delegate are to ensure that a record of inspections and maintenance is kept for each item of plant and equipment. This includes scheduled maintenance, breakdown maintenance and replacement of parts (e.g. blades and belts) outside the scheduled maintenance program.",plant-equipment-mgmt-151,"principal, inspection, equipment, plant, record, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-153,maintenance-para-2,4,Maintenance para 2,Maintenance requirements should be determined in accordance with the supplier or manufacturer recommendations. Details recorded for plant and equipment should as a minimum include:,plant-equipment-mgmt-151,"requirement, should, equipment, plant, record, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-154,maintenance-item-1,4,Maintenance item 1,Plant and equipment name,plant-equipment-mgmt-153,"equipment, plant, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-155,maintenance-item-2,4,Maintenance item 2,Location,plant-equipment-mgmt-153,maintenance,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-156,maintenance-item-3,4,Maintenance item 3,Serial or identification number,plant-equipment-mgmt-153,maintenance,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-157,maintenance-item-4,4,Maintenance item 4,Description of work performed,plant-equipment-mgmt-153,"maintenance, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-158,maintenance-item-5,4,Maintenance item 5,Completion date of repairs/maintenance,plant-equipment-mgmt-153,maintenance,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-159,maintenance-item-6,4,Maintenance item 6,Who the work was performed by.,plant-equipment-mgmt-153,"maintenance, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-160,maintenance-para-3,4,Maintenance para 3,"If the workplace does not have an existing recording system, the Plant and equipment maintenance form (DOCX) <https://content.sdp.education.vic.gov.au/media/plant-and-equipment-main-tenance-form-2785> may be used. When items of plant are being maintained or repaired they must be isolated and tagged as per the Equipment Isolation and Tag Out Procedure.",plant-equipment-mgmt-151,"must, equipment, plant, workplace, record, maintenance, procedure, form",https://content.sdp.education.vic.gov.au/media/plant-and-equipment-main-tenance-form-2785
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-161,maintenance-para-4,4,Maintenance para 4,The principal and/or their delegate should ensure that contractors engaged to undertake maintenance are managed as per the Contractor OHS Management Procedure <http://www2.education.vic.gov.au/pal/contractor-ohs-management/procedure> . The frequency of the maintenance program will depend on:,plant-equipment-mgmt-151,"principal, should, contractor, maintenance, procedure",http://www2.education.vic.gov.au/pal/contractor-ohs-management/procedure
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-162,maintenance-item-7,4,Maintenance item 7,Legislative requirements,plant-equipment-mgmt-161,"requirement, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-163,maintenance-item-8,4,Maintenance item 8,Manufacturer recommendations and requirements,plant-equipment-mgmt-161,"requirement, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-164,maintenance-item-9,4,Maintenance item 9,Results of the Plant and equipment risk management form,plant-equipment-mgmt-161,"risk, equipment, plant, maintenance, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-165,maintenance-item-10,4,Maintenance item 10,Plant and equipment breakdown/failure rates.,plant-equipment-mgmt-161,"equipment, plant, maintenance",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-166,reviewing-controls,4,Reviewing controls,,plant-equipment-mgmt-131,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-167,reviewing-controls-para-1,4,Reviewing controls para 1,The principal and/or their delegate are responsible for reviewing the effectiveness of risk controls in consultation with the HSR and employees.,plant-equipment-mgmt-166,"risk, control, principal, consultation, review",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-168,reviewing-controls-para-2,4,Reviewing controls para 2,"The principal and/or their delegate should review the completed Plant and equipment risk management form, OHS risk register and any other relevant sources of information (for example, operating manual) to determine if the current controls are appropriate for individual items of plant and equipment. Any changes to the risk controls must be documented on the relevant Plant and equipment risk management form and the OHS risk register.",plant-equipment-mgmt-166,"risk, control, register, principal, must, should, equipment, plant, review, document, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-169,reviewing-controls-para-3,4,Reviewing controls para 3,"Plant and equipment risk management forms are to be reviewed and revised whenever there is evidence to indicate that the controls may no longer be valid, for example:",plant-equipment-mgmt-166,"risk, control, equipment, plant, review, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-170,reviewing-controls-item-1,4,Reviewing controls item 1,When the system of work for plant and equipment changes,plant-equipment-mgmt-169,"control, equipment, plant, review",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-171,reviewing-controls-item-2,4,Reviewing controls item 2,If the plant and equipment is used in a manner other than what it was designed for,plant-equipment-mgmt-169,"control, equipment, plant, review",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-172,reviewing-controls-item-3,4,Reviewing controls item 3,When an incident occurs involving an item of plant,plant-equipment-mgmt-169,"control, plant, incident, review",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-173,reviewing-controls-item-4,4,Reviewing controls item 4,When new information regarding the safety of the plant and equipment becomes available.,plant-equipment-mgmt-169,"control, equipment, plant, safety, review, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-174,licensing-requirements,4,Licensing requirements,,plant-equipment-mgmt-131,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-175,licensing-requirements-para-1,4,Licensing requirements para 1,WorkSafe Victoria requires the operator of certain items of plant and equipment to hold a relevant licence. Licencing requirements can be found in Schedule 3 of the Victorian Occupational Health and Safety Regulations — High Risk Work Licence Classes.,plant-equipment-mgmt-174,"risk, requirement, equipment, plant, safety, licence",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-176,licensing-requirements-para-2,4,Licensing requirements para 2,The principal and/or their delegate should ensure that all operators of plant and equipment required to be licenced are identified as per the OHS Induction and Training Procedure.,plant-equipment-mgmt-174,"principal, requirement, should, equipment, plant, training, licence, procedure",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-177,licensing-requirements-para-3,4,Licensing requirements para 3,A photocopy of the current licence must be collected by the principal or their delegate and retained in the training records. The licensing requirements for contractors are to be managed as per the Contractor OHS Management Procedure.,plant-equipment-mgmt-174,"principal, requirement, must, contractor, record, training, licence, procedure",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-178,ohs-risk-register,3,OHS Risk Register,,plant-equipment-mgmt-054,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-179,ohs-risk-register-para-1,3,OHS Risk Register para 1,"The principal and/or their delegate are to ensure that the OHS risk register (XLSX) <https://content.sdp.education.vic.gov.au/media/ohs-risk-register-2572> is kept up to date and is reviewed when plant and equipment hazards are identified, assessed, controlled and reviewed. Communication of any changes to the hazards associated with plant and equipment is to occur as per the OHS Consultation and Communication Procedure <http://www2.education.vic.gov.au/pal/ohs-consultation-communication/procedure> .",plant-equipment-mgmt-178,"risk, hazard, control, register, principal, consultation, equipment, plant, review, procedure",https://content.sdp.education.vic.gov.au/media/ohs-risk-register-2572; http://www2.education.vic.gov.au/pal/ohs-consultation-communication/procedure
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-180,legislation-codes-of-practice-standards-and-guidance,3,"Legislation, codes of practice, standards and guidance","Legislation, codes of practice, standards and guidance",plant-equipment-mgmt-054,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-181,legislation-codes-of-practice-standards-and-guidance-item-1,4,"Legislation, codes of practice, standards and guidance item 1",Occupational Health and Safety Act 2004 (Vic) <https://www.legislation.vic.gov.au/in-force/acts/occupational-health-and-safety-act-2004>,plant-equipment-mgmt-180,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-182,legislation-codes-of-practice-standards-and-guidance-item-2,4,"Legislation, codes of practice, standards and guidance item 2",Occupational Health and Safety Regulations 2017 (Vic) <https://www.legislation.vic.gov.au/in-force/statutory-rules/occupational-health-and-safety-regulations-2017>,plant-equipment-mgmt-180,safety,https://www.legislation.vic.gov.au/in-force/acts/occupational-health-and-safety-act-2004
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-183,legislation-codes-of-practice-standards-and-guidance-item-3,4,"Legislation, codes of practice, standards and guidance item 3","WorkSafe Victoria Compliance Code: Plant, Edition 2, December 2019 <https://www.worksafe.vic.gov.au/resources/compliance-code-plant>",plant-equipment-mgmt-180,safety,https://www.legislation.vic.gov.au/in-force/statutory-rules/occupational-health-and-safety-regulations-2017
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-186,resources,2,Resources,,plant-equipment-mgmt-001,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-187,plant-and-equipment-risk-management-forms-and-safe-work-procedure-templates,3,Plant and Equipment Risk Management Forms and Safe Work Procedure templates,,plant-equipment-mgmt-186,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-188,plant-and-equipment-risk-management-forms-and-safe-para-1,4,Plant and Equipment Risk Management Forms and Safe Work Procedure templates para 1,The Plant and Equipment Risk Management Forms and Safe Work Procedure templates have been designed as generic guides to assist workplaces with assessing plant risks and developing safe work procedures. These documents should be used as a guide only and do not mitigate the requirement to assess plant risks and develop safe work procedures that are appropriate for the plant within your environment.,plant-equipment-mgmt-187,"risk, requirement, should, equipment, plant, workplace, document, procedure, form",
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-189,maintenance-equipment,4,Maintenance equipment,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-190,chain-saw-electric-risk-management-form,4,Chain Saw (Electric) Risk Management Form,Chain Saw (Electric) Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/chain-saw-electric-risk-man-agement-form-2671>,plant-equipment-mgmt-189,"risk, equipment, maintenance, saw, form",https://content.sdp.education.vic.gov.au/media/chain-saw-electric-risk-man-agement-form-2671
